input_ids,token_type_ids,attention_mask
"[[101, 4464, 1012, 3938, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 2012, 7556, 1048, 4095, 25108, 21360, 5910, 4887, 4590, 21360, 10322, 25002, 2099, 21360, 22655, 10603, 3917, 21360, 5910, 3286, 18602, 1008, 1008, 1008, 11265, 2226, 1008, 1008, 1008, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 4464, 1012, 3938, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 1043, 2078, 5658, 9006, 14855, 10024, 10556, 8671, 16671, 8743, 24359, 1010, 12313, 1010, 1053, 2094, 1010, 1054, 3501, 10790, 1011, 19723, 2884, 19337, 13910, 5575, 1010, 1014, 1010, 1019, 1011, 1016, 8316, 12313, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 2321, 1012, 4002, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 3269, 4948, 6558, 7842, 5737, 6445, 10790, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 25717, 1012, 4002, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 22108, 2002, 10993, 5575, 1011, 2025, 11624, 2389, 3334, 21200, 18780, 2480, 1011, 8668, 7160, 1011, 1015, 1011, 14955, 8004, 1011, 10210, 12849, 3372, 28402, 10278, 5051, 1011, 12997, 4008, 1011, 24665, 4887, 1011, 1019, 2696, 22610, 23632, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 2184, 1012, 5585, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 22108, 1044, 2497, 2575, 22022, 18259, 2015, 2487, 3968, 9050, 2696, 7317, 2067, 11253, 2368, 1010, 1037, 1009, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 22649, 1012, 4002, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 25936, 11867, 2072, 17788, 6169, 2692, 2509, 2063, 4223, 4606, 16216, 11624, 4313, 2869, 14289, 3917, 3429, 4642, 20014, 13910, 16252, 8237, 1011, 3968, 9050, 2696, 7317, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 3486, 2620, 1012, 4601, 102]]","[[0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1]]"
"[[101, 8040, 18223, 11029, 3602, 3372, 7373, 12439, 5575, 4757, 2818, 4135, 19310, 6519, 7381, 13663, 2099, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 2403, 1012, 5585, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 27829, 5740, 18940, 1525, 12849, 11837, 3270, 6914, 1523, 1010, 1022, 1010, 1017, 6448, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 1015, 1012, 20713, 1012, 4002, 102]]","[[0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1]]"
"[[101, 7842, 9521, 1011, 11382, 7096, 28167, 24665, 4887, 1011, 29058, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 4749, 1012, 5345, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 16337, 18907, 11225, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 2539, 1012, 5345, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 21326, 2229, 8257, 2100, 3256, 1016, 1012, 1014, 2879, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 4464, 1012, 5585, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 9483, 1011, 20934, 7352, 8525, 7317, 1044, 16526, 1011, 1040, 17788, 22038, 2140, 1010, 8040, 28362, 12322, 7315, 18069, 8525, 7317, 10355, 3367, 27225, 2140, 1010, 5018, 2243, 2290, 20252, 3367, 8237, 11865, 19310, 3367, 20267, 2063, 28145, 3709, 2121, 1066, 29058, 1013, 21500, 2497, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 5818, 1012, 5585, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 2419, 1011, 9231, 2078, 7447, 2094, 1010, 9231, 6277, 24443, 6277, 3393, 10875, 2102, 14454, 2094, 1010, 25309, 1066, 7287, 2595, 24087, 27487, 26261, 2290, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 2539, 1012, 5585, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 8040, 7295, 7416, 10497, 2121, 11417, 7295, 6776, 3215, 14898, 24665, 4609, 10894, 27487, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 6535, 1012, 4002, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 14931, 1011, 3868, 8040, 7295, 4402, 3489, 25970, 1011, 14161, 11387, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 2539, 1012, 5345, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 11810, 4819, 2015, 2486, 13164, 5943, 5890, 2620, 1013, 12104, 2509, 1012, 4008, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 1015, 1012, 18582, 1012, 4002, 102]]","[[0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1]]"
"[[101, 24209, 3527, 8214, 16118, 2075, 2543, 14191, 2063, 2502, 2317, 2327, 10936, 1053, 2575, 23833, 2692, 21619, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 4261, 1012, 2753, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 6358, 3702, 10556, 2278, 1011, 8827, 19841, 2475, 10288, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 6535, 1012, 4002, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 10348, 1999, 2063, 1011, 1059, 2581, 10790, 2094, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 1015, 1012, 5641, 2683, 1012, 4002, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 23848, 23768, 2860, 2487, 1059, 5802, 15536, 8873, 5018, 2213, 20014, 13910, 16252, 2102, 2002, 25465, 1044, 1012, 17273, 2490, 2275, 2327, 3482, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 6356, 1012, 3938, 1012, 102]]","[[0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1]]"
"[[101, 4555, 1060, 2080, 1011, 15376, 2632, 2226, 1011, 14405, 24336, 1011, 11417, 19310, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 6353, 1012, 4002, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 9733, 3022, 1006, 19181, 3351, 1013, 19181, 3351, 1007, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 25926, 1012, 4002, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 3190, 1006, 24547, 10182, 2015, 1013, 9388, 5302, 2099, 1007, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 4090, 2683, 1012, 4002, 102]]","[[0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1]]"
"[[101, 22082, 11113, 19892, 10875, 19742, 1062, 2072, 1011, 11113, 2232, 16576, 8889, 2094, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 22777, 1012, 4002, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 8915, 9397, 7033, 3802, 7295, 2080, 5418, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 6391, 1012, 5585, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 11477, 19833, 12848, 16950, 6522, 1053, 16086, 2692, 2509, 2050, 4309, 2099, 17454, 12380, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 2756, 1012, 5585, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 11477, 19833, 12848, 16950, 20383, 2239, 27723, 2509, 2102, 2692, 2581, 12521, 12740, 10790, 1013, 1056, 2692, 2581, 12521, 9543, 2618, 22330, 2319, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 1017, 1012, 5585, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 14085, 3126, 27412, 2192, 1011, 6151, 11865, 19310, 28084, 2989, 21877, 4305, 18569, 2063, 1004, 23624, 18569, 2063, 3156, 19875, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 2656, 1012, 4002, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 5053, 3482, 1010, 1018, 19646, 2290, 1012, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 4749, 1012, 5585, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 2419, 1011, 17710, 15378, 2368, 1000, 10768, 13094, 29548, 1000, 1010, 1016, 19646, 2290, 1012, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 2539, 1012, 5585, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 6097, 28637, 2078, 29656, 3384, 2140, 1011, 1052, 10258, 2319, 10431, 8865, 3334, 1044, 2385, 1006, 1020, 5881, 1007, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 1019, 1012, 2753, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 9152, 3726, 2050, 29656, 2303, 14365, 8865, 3775, 3351, 2303, 6501, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 1018, 1012, 28469, 2581, 102]]","[[0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1]]"
"[[101, 17153, 2243, 6643, 14756, 25032, 5685, 8525, 7474, 1044, 2509, 5415, 1010, 2423, 1060, 2603, 4642, 1010, 1015, 1011, 2474, 5856, 2290, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 2603, 1012, 4466, 2581, 2549, 102]]","[[0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1]]"
"[[101, 11265, 2595, 16405, 2099, 3482, 2403, 1010, 1038, 1024, 11212, 4642, 1011, 1044, 1024, 6255, 1010, 1019, 4642, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 1016, 1012, 21267, 1012, 4002, 102]]","[[0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1]]"
"[[101, 26261, 13947, 7861, 2581, 2581, 11163, 14355, 9126, 2638, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 5354, 1012, 3938, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 6522, 7605, 14336, 2422, 26221, 4013, 1055, 2509, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 1017, 1012, 5354, 2683, 1012, 4002, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 17359, 3775, 8571, 1055, 2629, 7605, 1011, 2852, 12722, 2121, 10710, 2140, 1012, 2326, 6151, 2490, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 1020, 1012, 5187, 2683, 1012, 4002, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 27133, 8883, 17350, 2575, 2581, 4002, 3438, 12376, 4763, 3239, 2431, 20026, 4013, 1048, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 19289, 1012, 5718, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 9353, 2226, 19722, 2063, 1051, 3022, 7274, 1020, 2121, 5308, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 2538, 1012, 4464, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 6178, 6873, 13109, 3022, 8661, 5484, 10431, 21515, 2121, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 2410, 1012, 3938, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 6643, 4523, 7559, 2753, 14262, 13469, 25970, 1000, 2548, 3074, 1000, 1015, 1013, 1018, 1011, 6904, 23858, 2871, 4642, 1060, 2871, 4642, 17889, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 1018, 1012, 4805, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 6643, 4523, 7559, 2753, 14262, 13469, 25970, 1000, 2548, 3074, 1000, 1015, 1013, 1018, 1011, 6904, 23858, 2871, 4642, 1060, 2871, 4642, 17889, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 1018, 1012, 4805, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 24471, 20049, 2094, 29656, 2456, 1055, 1010, 8040, 7317, 4887, 2818, 25023, 2063, 3938, 4642, 1010, 24888, 11333, 17325, 15937, 2102, 1010, 2423, 5881, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 6353, 1012, 3938, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 2030, 2705, 29477, 10521, 8376, 2474, 4590, 5575, 5488, 14416, 19960, 5562, 2102, 4700, 28332, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 3429, 1012, 3938, 19961, 1012, 3938, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 2365, 10224, 23296, 3022, 2365, 10224, 23296, 3022, 1011, 3280, 5943, 10278, 5051, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 5139, 1012, 3938, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 11508, 1049, 23777, 2692, 2304, 102]]","[[0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1]]"
"[[101, 20713, 1012, 5585, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 13389, 28127, 2121, 9413, 4213, 18069, 8625, 2078, 8301, 11774, 11624, 27225, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 4749, 1012, 5585, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 5082, 2953, 20069, 2683, 14841, 2035, 20048, 8113, 8301, 10710, 2140, 1012, 14187, 5575, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 4464, 2683, 1012, 5585, 102]]","[[0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1]]"
"[[101, 12849, 11368, 5519, 7886, 11087, 11417, 3215, 6494, 7317, 2890, 10177, 2099, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 6079, 2629, 1012, 4002, 102]]","[[0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1]]"
"[[101, 12849, 11368, 5519, 7886, 1011, 12436, 11087, 11417, 3215, 6494, 7317, 2890, 10177, 2099, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 6356, 2683, 1012, 4002, 102]]","[[0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1]]"
"[[101, 2419, 1017, 1011, 6887, 8040, 4048, 8625, 2078, 1011, 2358, 10404, 3917, 1010, 2654, 2860, 1010, 2321, 7737, 1010, 11417, 19310, 4717, 1010, 4010, 19845, 19310, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 6640, 1012, 5818, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 1017, 1011, 6887, 8040, 4048, 8625, 2078, 1011, 2358, 10404, 3917, 1042, 21940, 18719, 2121, 8237, 1010, 2382, 2860, 1010, 2382, 7737, 1011, 2753, 7737, 1010, 11417, 19310, 4717, 1010, 8699, 19845, 19310, 1010, 11737, 14905, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 14677, 1012, 5818, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 4654, 5643, 2449, 7287, 2487, 1045, 2509, 1011, 27519, 2692, 1010, 1018, 18259, 1010, 6036, 18259, 7020, 2094, 1010, 1059, 10790, 21572, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 3438, 2487, 1012, 5585, 102]]","[[0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1]]"
"[[101, 24424, 7532, 10556, 8671, 6299, 8428, 4063, 1010, 4937, 1012, 1021, 2050, 1013, 1047, 27102, 2063, 6904, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
